compound_id,endpoint,observed,calibrated_prediction,fold,scaffold_id
OCNT-2315946,CYP2D6,4.304557198,4.897923241656931,1,MURCKO::c1cc(-c2cc[nH]n2)cc(-c2cncc(NC3CCNC3)n2)c1
OCNT-2315948,CYP2D6,1.955395615,4.912159529224763,2,MURCKO::O=C(Nc1cccc(-c2cn[nH]c2)c1)c1cnc(-c2cnoc2)s1
OCNT-2315950,CYP2D6,3.71467155,4.752250329390031,2,MURCKO::O=C(c1[nH]nc2ccccc12)N1CCNc2ccccc21
OCNT-2315960,CYP2D6,5.583346703,4.8829384937778695,2,MURCKO::O=C(NCc1ccccc1)N1CCCC(n2ccnc2)C1
OCNT-2315966,CYP2D6,4.74105035,4.838902045214737,4,MURCKO::O=c1ccnc2sc(NCC(c3ccccc3)n3cccn3)nn12
OCNT-2315972,CYP2D6,4.989752877,4.678103324077235,2,MURCKO::O=C(CCc1nc(-c2ccccc2)no1)N1CCC(c2c[nH]cn2)CC1
OCNT-2315974,CYP2D6,4.382508442,4.853609118183169,2,MURCKO::O=C(COc1ccccc1)NC1CCN(C(=O)c2ccncc2)CC1
OCNT-2315975,CYP2D6,3.918949335,4.525158676338179,0,MURCKO::O=c1ccc(-c2ccccc2)nn1Cc1ccccc1
OCNT-2315988,CYP2D6,4.419842627,4.467896230044648,4,MURCKO::O=C(Cn1c(=O)sc2ccccc21)N1CCCCC1
OCNT-2315990,CYP2D6,2.381666575,4.698869792762977,1,MURCKO::O=C(NCc1cccc(OCc2ccccn2)c1)c1cnc(-c2cnccn2)s1
OCNT-2315994,CYP2D6,5.803041605,4.813021046203738,4,MURCKO::O=C(NCc1ccc(-n2ccnc2)cc1)c1csc(-c2cnccn2)n1
OCNT-2315996,CYP2D6,2.45387508,4.775615846883522,2,MURCKO::O=C(Nc1ccncc1)C1CCN(C(=O)Nc2nc3ccccc3s2)CC1
OCNT-2316012,CYP2D6,6.357498732,4.638869383146949,4,MURCKO::O=S(=O)(NCCNC1CC2CCCC21)c1ccccc1
OCNT-2316017,CYP2D6,4.469651403,4.695991846545711,2,MURCKO::O=c1cc(NCCc2ccccc2)c2ccncc2[nH]1
OCNT-2316040,CYP2D6,4.792809792,4.945067770750112,3,MURCKO::c1ccc2nc(NC3CCC(Cn4ccnc4)C3)ccc2c1
OCNT-2316044,CYP2D6,4.201409392,4.419446850627132,0,MURCKO::O=C(Nc1ccc[nH]c1=O)C1CN(C(=O)C2CCCCC2)C1
OCNT-2316070,CYP2D6,4.256535395,4.990422374236617,4,MURCKO::O=C(NC1CCC1)c1cccc(Cn2ccnc2)c1
OCNT-2316072,CYP2D6,6.123416898,5.008542681759951,4,MURCKO::O=C(NCc1cccc(Cn2ccnc2)c1)c1ccc2oc(=O)[nH]c2c1
OCNT-2316082,CYP2D6,4.469303855,4.662596495803661,3,MURCKO::O=S(=O)(c1ccc(C2CC2)cc1)N1CCNc2ccncc21
OCNT-2316083,CYP2D6,5.583245908,5.081102939345369,4,MURCKO::c1ccc(-c2nnc(SCCCn3ccnc3)o2)cc1
OCNT-2316089,CYP2D6,3.661052918,4.629114838480371,3,MURCKO::O=C1CN=C(c2ccccc2)c2cc(-c3ccccc3)ccc2N1
OCNT-2316100,CYP2D6,5.970085483,5.0062833836625895,4,MURCKO::c1ccc(-c2noc(N3CCC(c4cnco4)CC3)n2)cc1
OCNT-2316109,CYP2D6,4.143071928,4.930691285515364,3,MURCKO::c1ccc(-n2cc(-c3ccc4cnccc4c3)nn2)cc1
OCNT-2316119,CYP2D6,4.636247757,4.770145680478622,3,MURCKO::c1ccc(CNc2ncnc3[nH]c4ccccc4c23)cc1
OCNT-2316120,CYP2D6,5.000404385,4.905085266065564,1,MURCKO::c1ccc2[nH]c(CNC3CCc4cn[nH]c4C3)cc2c1
OCNT-2316133,CYP2D6,2.86369471,4.7425335021314545,3,MURCKO::O=C(C1CCN(C(=O)C2CC2c2ccccc2)CC1)N1CCOCC1
OCNT-2316136,CYP2D6,4.007371477,4.623576392646467,1,MURCKO::O=C1CCCCCN1Cc1nc(Cc2ccccc2)no1
OCNT-2316175,CYP2D6,4.49226884,4.691435608224981,0,MURCKO::O=C(NCC1COCCN1)c1cccc2ccoc12
OCNT-2316176,CYP2D6,5.134718152,4.951854408890567,0,MURCKO::c1c(CNCC2CCCCC2)nn2c1CCCC2
OCNT-2316179,CYP2D6,4.632878523,4.711916131053268,0,MURCKO::O=S1(=O)CCC2(CCCN(Cc3cn[nH]c3)C2)C1
OCNT-2316180,CYP2D6,4.737508,4.887423070160207,2,MURCKO::c1ccc(-c2c[nH]c(C3CCCCN3c3nc(C4CC4)ns3)n2)cc1
OCNT-2316207,CYP2D6,5.65866739,4.636791706980622,4,MURCKO::O=S(=O)(CCNC1CCC12CCCC2)c1ccccc1
OCNT-2316212,CYP2D6,4.88419591,4.819540764946755,1,MURCKO::O=C(Cc1coc(-c2cccs2)n1)NCc1ccccc1
OCNT-2316228,CYP2D6,5.233295563,4.536212352090388,1,MURCKO::c1ccc(CNC2CCOC2c2cn[nH]c2)cc1
OCNT-2316237,CYP2D6,4.174670962,4.765031525940691,4,MURCKO::O=C(Nc1ncc[nH]1)c1cc2cccn2cn1
OCNT-2316240,CYP2D6,4.831614755,4.835981834470634,3,MURCKO::O=C(NCc1cccc2c1OCO2)N1CCCC2(CC=CCC2)C1
OCNT-2316247,CYP2D6,4.651437555,5.072156948231013,3,MURCKO::O=C(NC1CCC(Cn2ccnc2)C1)c1occc1C1CC1
OCNT-2316253,CYP2D6,4.67788391,4.865393413010359,4,MURCKO::O=C(NC1CCCc2cnccc21)c1cc2occc2s1
OCNT-2316255,CYP2D6,4.025445763,4.668690402237278,4,MURCKO::O=C(NCc1cccs1)C1CCN(c2ccc3nnnn3n2)CC1
OCNT-2316256,CYP2D6,4.777623605,4.9549853133161506,1,MURCKO::O=C(NCCc1cc[nH]n1)NC1CCc2ccccc21
OCNT-2316262,CYP2D6,5.043105468,4.688683903552793,4,MURCKO::O=S(=O)(Nc1ccccc1)c1c[nH]c2ccccc12
OCNT-2316287,CYP2D6,7.36190698,4.844714317115665,0,MURCKO::c1ccc2c(c1)OCCC2CNc1ncnc2c1ncn2C1CC1
OCNT-2316288,CYP2D6,5.960969445,4.430309949013607,0,MURCKO::O=C(Cc1c[nH]nn1)Nc1c2c(nn1-c1ccccc1)CCC2
OCNT-2316296,CYP2D6,4.01315734,4.405960040641785,3,MURCKO::O=C1CCC(n2cc(-c3cncc4ccccc34)nn2)C(=O)N1
OCNT-2316305,CYP2D6,4.78823766,4.876052483014218,1,MURCKO::O=C1CN(C(=O)CCn2ccnc2)CCN1
OCNT-2316334,CYP2D6,5.507658355,4.931668960577419,1,MURCKO::c1ccc(-c2csc(CNCC3CCC3)n2)cc1
OCNT-2316345,CYP2D6,5.78596358,4.686685026473723,1,MURCKO::O=C(Nc1cccc2cc[nH]c12)c1cn[nH]c1-n1cccc1
OCNT-2316348,CYP2D6,5.420184458,4.7133893316413955,3,MURCKO::O=C(CNC(=O)C1CC1)NCC1(N2CCCCC2)CCCCC1
OCNT-2316349,CYP2D6,2.034937938,4.645901598257116,3,MURCKO::O=C(CNC(=O)c1cnn(-c2ccccc2)n1)Nc1ccccc1
OCNT-2316354,CYP2D6,4.098416347,4.57941696597215,1,MURCKO::c1ccc(CNC2CCNC2)cc1
OCNT-2316356,CYP2D6,4.557998455,4.42918439564211,2,MURCKO::O=C(Nc1cccnc1N1CCOCC1)N1CCCc2ccccc2CC1
OCNT-2316388,CYP2D6,5.33596842,4.945285161048865,4,MURCKO::O=C(NCc1cc2ccccc2o1)Nc1ccncc1
OCNT-2316398,CYP2D6,5.447034673,4.641771465047089,2,MURCKO::O=C(NCC1CCN1C1CCOCC1)c1nc(C2CC2)no1
OCNT-2316402,CYP2D6,4.455343455,4.985866984801046,3,MURCKO::O=C(NCc1ccccc1)N1CCNCC1
OCNT-2316408,CYP2D6,3.121213235,4.407744895752623,0,MURCKO::O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccccc1
OCNT-2316412,CYP2D6,4.131602913,4.94953611967385,3,MURCKO::c1cc(-c2ccsc2)nc(NCCc2cc[nH]n2)n1
OCNT-2316420,CYP2D6,2.06840671,4.777785017247044,0,MURCKO::O=C(CCc1c[nH]c2ccccc12)Nc1cccc(Oc2ccccc2)c1
OCNT-2316424,CYP2D6,6.138897052,4.669674754270982,1,MURCKO::O=C(c1ccc2[nH]ncc2c1)N1CC(CC2COCCN2)c2ccccc21
OCNT-2316431,CYP2D6,4.905353235,4.612429739057019,2,MURCKO::O=C(CCn1ccsc1=O)N1CCc2ccccc21
OCNT-2316444,CYP2D6,4.701276348,4.814475531431013,2,MURCKO::O=S(=O)(N1CCc2ccccc2C1)N(Cc1ccccc1)CC1CC1
OCNT-2316459,CYP2D6,2.54993435,4.794779573285457,4,MURCKO::O=C(NCCc1ccccc1)NC(c1ccccc1)c1nnc[nH]1
OCNT-2316493,CYP2D6,5.704810842,4.963011218326846,3,MURCKO::O=S(=O)(NC1CCCNC1)c1cccs1
OCNT-2316497,CYP2D6,4.444697468,4.925828753985085,4,MURCKO::c1cncc(CNCCc2cc3ccccc3o2)c1
OCNT-2316507,CYP2D6,4.490284045,4.890974312392435,1,MURCKO::O=C(Nc1ccon1)N1CC2(CCCC2)C1c1ccccc1
OCNT-2316527,CYP2D6,5.199933943,4.889054751737536,0,MURCKO::O=C(Cc1ccc2ncsc2c1)N1CCC(NC2CCC2)CC1
OCNT-2316535,CYP2D6,5.875719033,4.881297315520114,3,MURCKO::O=C(NC1CNCCc2ccccc21)c1ncnc2c1CCC2
OCNT-2316543,CYP2D6,3.53637959,5.010221772878551,1,MURCKO::c1ccc(C2(c3nc(Cc4cccnc4)no3)CCCC2)cc1
OCNT-2316553,CYP2D6,7.534508882,4.724460063648618,0,MURCKO::c1ccc(CC2(CNCc3ccccc3-c3cn[nH]c3)CC2)cc1
OCNT-2316555,CYP2D6,5.39933572,5.036677241192495,3,MURCKO::O=C(NCCN1CCc2ccccc2C1)NCc1ccncc1
OCNT-2316568,CYP2D6,6.663492208,4.8634087934822166,4,MURCKO::c1cc(Cn2ccnc2)cc(-c2noc(C3CCCCC3)n2)c1
OCNT-2316569,CYP2D6,4.564947945,4.632918711111209,3,MURCKO::O=C(c1csc(-c2ccc[nH]2)n1)N1CCCN(Cc2cn[nH]c2)CC1
OCNT-2316570,CYP2D6,5.111616237,4.575430139575721,4,MURCKO::c1ccc(C2CCCNC2)cc1
OCNT-2316573,CYP2D6,5.957069345,4.995082181879786,2,MURCKO::c1ccc2c(SCCNC3CCCOCC3)c[nH]c2c1
OCNT-2316587,CYP2D6,5.814936653,4.4940538252779305,4,MURCKO::O=c1[nH]cc(CNCC2CCC2)c(=O)[nH]1
OCNT-2316594,CYP2D6,4.480490055,4.698560220551642,4,MURCKO::O=C(NCCc1cccc2c1OCCO2)Nc1cnn[nH]1
OCNT-2316612,CYP2D6,5.673449148,4.997798165376169,1,MURCKO::c1ccc2c(N3CCCCCC3)ccnc2c1
OCNT-2316617,CYP2D6,5.66063223,4.91851043696583,3,MURCKO::O=C(CN1CCC(Cc2ccccc2)C1)Nc1ccccc1
OCNT-2316619,CYP2D6,5.311030207,4.500778826961898,2,MURCKO::c1ccc(CC2CCCN2Cc2nnc3cccnn23)cc1
OCNT-2316630,CYP2D6,4.205234993,4.8178369071645095,1,MURCKO::c1cncc(-c2cn(CCCN3CCOCC3)nn2)c1
OCNT-2316644,CYP2D6,4.628217455,4.560989505667641,1,MURCKO::O=C1NCCC1NCCC1CCC1
OCNT-2316654,CYP2D6,3.854059883,5.028853471823077,3,MURCKO::O=C(Nc1ccc2cn[nH]c2c1)c1c[nH]c2ccccc12
OCNT-2316656,CYP2D6,3.318434083,4.787329457776233,2,MURCKO::O=C(NC1CCCn2ncnc21)N1CCC(c2nccs2)CC1
OCNT-2316657,CYP2D6,4.840807162,4.533185692195319,2,MURCKO::O=C(Nc1nn[nH]n1)N1CC2(CCC2)C1c1ccccc1
OCNT-2316664,CYP2D6,4.421912285,4.606844994078075,3,MURCKO::O=C1C(n2cc(-c3cnc[nH]3)nn2)CCCN1c1ccccc1
OCNT-2316676,CYP2D6,5.530625235,5.150657947021793,1,MURCKO::c1cn(-c2ccc(-c3noc(C4CCOCC4)n3)cc2)cn1
OCNT-2316682,CYP2D6,3.834267898,4.509584392407284,1,MURCKO::O=C(NCc1c[nH]cn1)C1CNCC1c1ccccc1
OCNT-2316696,CYP2D6,5.987045455,4.957657636500125,0,MURCKO::c1ccc2c(c1)OCCCC2NCc1ccc(-n2cncn2)cc1
OCNT-2316701,CYP2D6,1.99645009,4.694793582775526,1,MURCKO::O=C(Nc1ccccc1)c1cnc2oncc2c1
OCNT-2316720,CYP2D6,5.557577818,4.825210270162863,1,MURCKO::O=C(NCCN1CCc2ccccc2C1)Nc1cccc(C(=O)Nc2ccccn2)c1
OCNT-2316751,CYP2D6,4.505825472,4.702798975025214,3,MURCKO::O=C(c1n[nH]c2c1CCC2)N1CCN(c2ccccc2)CC1
OCNT-2316755,CYP2D6,4.465080347,4.829540062953621,4,MURCKO::O=C(NCC1CC1)Nc1ccn2ccnc2c1
OCNT-2316758,CYP2D6,4.480675325,4.73885318697182,1,MURCKO::O=C(NCC1(N2CCSCC2)CCCC1)c1ccccn1
OCNT-2316768,CYP2D6,5.606690882,4.897455361100273,4,MURCKO::c1ccc(CCNCc2ccccc2)cc1
OCNT-2316781,CYP2D6,6.370402795,4.905453992961605,4,MURCKO::O=C(Nc1cnc2c(c1)CCCC2)c1cccc(Cn2ccnc2)c1
OCNT-2316796,CYP2D6,5.649233217,4.760586961247169,4,MURCKO::O=C(NCCc1ccccc1)c1ncoc1C1CC1
OCNT-2316818,CYP2D6,2.071858022,4.871353876018021,3,MURCKO::O=C(NCc1ccccc1)Nc1ccc2[nH]ncc2c1
OCNT-2316819,CYP2D6,4.92653146,4.769707017184853,2,MURCKO::c1ccc(-n2cc(CNCc3cc(C4CC4)no3)cn2)cc1
OCNT-2316822,CYP2D6,4.309038885,4.821845364338822,1,MURCKO::c1ccc(CC(Nc2ncnc3[nH]cnc23)c2cccs2)cc1
OCNT-2316823,CYP2D6,4.223853327,4.658990579809733,3,MURCKO::c1ccc(Cc2noc(-c3cc(C4CC4)on3)n2)cc1
OCNT-2316834,CYP2D6,4.313423043,4.7140622303201996,0,MURCKO::O=C(NCc1ccccc1)c1ccco1
OCNT-2316839,CYP2D6,5.435623282,4.3799240975667955,4,MURCKO::O=c1[nH]c(-c2ccccc2)no1
OCNT-2316841,CYP2D6,4.414205435,5.332274008937297,4,MURCKO::O=C(NCc1ccn[nH]1)NCC1CC1C1CCCCC1
OCNT-2316845,CYP2D6,4.727728935,4.6767769189444754,3,MURCKO::c1nc(N2CCN(CCC3CC3)CC2)c2nn[nH]c2n1
OCNT-2316852,CYP2D6,4.88535139,4.412706050144963,1,MURCKO::O=S(=O)(NC1CCC1)c1c[nH]c2ccccc12
OCNT-2316861,CYP2D6,4.49057665,4.683234861452592,3,MURCKO::O=C(c1cnc2ccccc2c1)N1CCC(N2CCC2)CC1
OCNT-2316870,CYP2D6,4.98531387,4.86431353023541,1,MURCKO::O=C(Nc1cccnc1)C1CC1c1ccccc1
OCNT-2316874,CYP2D6,6.668145182,5.1389244182640095,4,MURCKO::c1ccc(CCNCc2ccnc3[nH]ccc23)cc1
OCNT-2316883,CYP2D6,4.459569295,4.809430561819347,2,MURCKO::O=C(NCCc1c[nH]c2ccccc12)NC1CCCC1
OCNT-2316908,CYP2D6,5.61425272,4.617530309290313,2,MURCKO::O=C(COc1cccnc1)N1CCc2ccccc21
OCNT-2316911,CYP2D6,4.822188265,4.895283893180695,1,MURCKO::O=C(Nc1cnn(C2CCCC2)c1)c1cccnc1
OCNT-2316921,CYP2D6,4.13319688,4.792041968096299,2,MURCKO::O=C(Cc1ccccc1)NCC1(N2CCCCC2)CCOCC1
OCNT-2316942,CYP2D6,4.309330405,4.661415031151147,2,MURCKO::c1ccc(-c2noc(C3CN4CC5CC4(CO3)C5)n2)nc1
OCNT-2316951,CYP2D6,4.973568197,5.139747084181338,1,MURCKO::O=C(NCc1ccc(-n2ccnc2)cc1)N1CCN(Cc2ccno2)CC1
OCNT-2316959,CYP2D6,4.35024091,4.967904068414398,1,MURCKO::O=C(CCc1ccccc1)N1CCCC(n2ccnc2)C1
OCNT-2316968,CYP2D6,5.046620687,4.709089703719405,0,MURCKO::O=C(Cc1nsc2ccccc12)N1CCN(c2ccncc2)CC1
OCNT-2316971,CYP2D6,5.12815908,4.627506281544779,2,MURCKO::c1ccc(C2OCCC2c2nnc(-c3ccccn3)[nH]2)cc1
OCNT-2316975,CYP2D6,5.857924225,4.817798513903732,1,MURCKO::O=S(=O)(NCCCc1cccnc1)c1ccccc1
OCNT-2316976,CYP2D6,5.280969515,4.910001253023188,4,MURCKO::O=C(Nc1cccc(-c2cn[nH]c2)c1)c1cccc2c1OCO2
OCNT-2316987,CYP2D6,4.41372459,4.655564044689869,3,MURCKO::O=C(c1cc2ccccc2c(=O)[nH]1)N1CCN(Cc2ccsc2)CC1
OCNT-2317028,CYP2D6,4.615341325,5.174676670590054,1,MURCKO::O=C(c1cnn(-c2ccncc2)c1)N1CCNCC1
OCNT-2317040,CYP2D6,4.321618355,4.6437473084884555,1,MURCKO::O=C(Cc1ccccn1)Nc1cncc2c1CCCC2
OCNT-2317064,CYP2D6,5.32205883,4.699383899579942,3,MURCKO::c1cnc(N2CCCC(c3nc4ccccc4[nH]3)C2)nc1
OCNT-2317084,CYP2D6,5.256109832,4.923510459340619,3,MURCKO::O=C(Cc1cscn1)NC1CCc2ccccc21
OCNT-2317090,CYP2D6,4.345175722,4.683176916162516,3,MURCKO::C1=CC2(CCCN(c3ccc4nccnc4n3)C2)Oc2ccccc21
OCNT-2317099,CYP2D6,4.84487538,4.817933632529782,3,MURCKO::O=C(CN1CCCC1CN1CCCCC1)NCc1ccccc1
OCNT-2317105,CYP2D6,4.3614257,4.892012711972776,3,MURCKO::O=C(Cn1cncn1)N1CCCC1Cc1ccccc1
OCNT-2317109,CYP2D6,4.813769423,4.9970855061564965,1,MURCKO::O=C(NCc1ccnc(-n2ccnc2)c1)c1cccnc1
OCNT-2317112,CYP2D6,5.170880087,4.730201202921382,1,MURCKO::O=C(NCc1ccccc1)C1CCCN1
OCNT-2317130,CYP2D6,5.245386277,4.832584436157521,1,MURCKO::O=C(Nc1ccccc1-c1nc2ccccc2s1)C1CCNCC1
OCNT-2317145,CYP2D6,4.810775393,4.842703941133362,0,MURCKO::O=C(NCC1COc2ccccc21)N1CCC2(C=Cc3ccccc3O2)CC1
OCNT-2317158,CYP2D6,5.463469922,4.662194441237375,2,MURCKO::c1cnnc(NC2CCN(CCC3CCC3)CC2)c1
OCNT-2317163,CYP2D6,2.121788272,4.527252686240076,2,MURCKO::c1ccc(NC2CCN(c3ccccc3)C2)cc1
OCNT-2317169,CYP2D6,5.411656012,4.780621815128621,0,MURCKO::O=C(NC1CCOC(c2cccnc2)C1)N1CCCc2ccccc2CC1
OCNT-2317170,CYP2D6,4.452146105,4.852263343406518,4,MURCKO::O=C(NCC1CCN(c2ccncc2)CC1)c1c[nH]c2ccccc12
OCNT-2317172,CYP2D6,4.545994402,4.89308397001053,4,MURCKO::O=C(NOCc1cccnc1)C1CCCCN1C(=O)c1ccccc1
OCNT-2317174,CYP2D6,4.481191255,4.892936782576864,2,MURCKO::O=C(NCc1ccccc1)N1CCOCC1
OCNT-2317181,CYP2D6,4.45536569,4.583972520726137,2,MURCKO::O=C(CN1CCN(c2ncccn2)CC1)Nc1ccccc1
OCNT-2317186,CYP2D6,4.52202745,4.820481475116723,1,MURCKO::O=C(NCC1CCCCC1)NCC1CNCCO1
OCNT-2317192,CYP2D6,5.160115207,4.2127935504679,0,MURCKO::O=C(Nc1cccnc1)N1CCC(Nc2ccccc2)CC1
OCNT-2317197,CYP2D6,5.152435898,4.857780351411632,0,MURCKO::O=C(NCC1CC1)NC1CCN(c2ccccc2)C1
OCNT-2317199,CYP2D6,2.10326441,4.844545908060395,3,MURCKO::O=C(NCc1[nH]ncc1C1CC1)Nc1ncc(Cc2ccccc2)s1
OCNT-2317204,CYP2D6,4.127668867,4.7395808759806854,0,MURCKO::O=C(NC1CCCc2ccccc21)N1CCc2c(nc[nH]c2=O)C1
OCNT-2317216,CYP2D6,4.44872674,4.917342474324709,3,MURCKO::O=C(CCn1ccnn1)N1CCCC1CCc1ccccc1
OCNT-2317221,CYP2D6,6.23984959,4.859613505744708,4,MURCKO::c1ccc2c(CNc3ncnc4c3ncn4C3CC3)ccnc2c1
OCNT-2317227,CYP2D6,5.044180693,4.565232154771557,2,MURCKO::O=C(NCc1ncc[nH]1)N1CCCC1c1ccccc1
OCNT-2317229,CYP2D6,4.423673192,4.766646391679256,4,MURCKO::O=C(NCc1ccccc1)Nc1ccccc1
OCNT-2317255,CYP2D6,5.757379195,4.820549934096036,0,MURCKO::O=C(NCc1ccccc1)NCc1cccnc1-n1ccnc1
OCNT-2317262,CYP2D6,4.40284118,4.699152856339552,0,MURCKO::O=C(NCCN1CCCCC1)C1CCCN(C(=O)Nc2ccccc2)C1
OCNT-2317271,CYP2D6,6.019379387,4.862674975974145,2,MURCKO::c1ccc2c(N3CCOCC3)nccc2c1
OCNT-2317273,CYP2D6,3.32377182,4.932025792059944,1,MURCKO::O=C1NCCCN(Cc2cc[nH]n2)C1Cc1ccccc1
OCNT-2317274,CYP2D6,6.15405915,4.7408352327860825,1,MURCKO::c1ccc(OCCNC2CC3CCCC32)cc1
OCNT-2317275,CYP2D6,5.450793185,4.706970388993586,3,MURCKO::c1ccc(OCC2CCCN2c2nnc(-c3ccon3)s2)cc1
OCNT-2317285,CYP2D6,5.594525605,5.2489302765421435,0,MURCKO::O=C(CCc1ccncc1)N1CCC(Cc2ccccc2)C1
OCNT-2317287,CYP2D6,5.476693905,4.669748210081623,2,MURCKO::C1=CC(N2CCC(c3nc(-c4ccccn4)no3)CC2)CCCCC1
OCNT-2317297,CYP2D6,4.50800909,4.814080044876356,4,MURCKO::O=C(NCCc1ccccc1)N1CCOCC(C2CCC2)C1
OCNT-2317299,CYP2D6,4.596181878,4.758432545474211,1,MURCKO::O=C(NCCOc1ccccn1)N1CCN(CC2CC2)CC1
OCNT-2317300,CYP2D6,4.722456262,4.663176133537885,3,MURCKO::O=C(Nc1ccc2ncnn2c1)N1CC2(CCCC2)c2ccccc21
OCNT-2317304,CYP2D6,5.5483119,4.8915444397681735,1,MURCKO::c1cnc2[nH]cc(C3CCN(c4ncnc5sccc45)CC3)c2c1
OCNT-2317309,CYP2D6,4.3066351,4.537821429787407,2,MURCKO::O=C(CN1CCN(c2ccncn2)CC1)Nc1ccnn1Cc1cccs1
OCNT-2317310,CYP2D6,4.587084697,4.657981716607964,2,MURCKO::O=C(CCN1CCOC(c2ccccc2)C1)Nc1ccccc1
OCNT-2317311,CYP2D6,4.285894502,4.436338582678338,1,MURCKO::c1ccc(C2CCN(c3cccnn3)CC2)cc1
OCNT-2317322,CYP2D6,5.985658192,4.7613610398757125,0,MURCKO::O=C(CN1CCC(CN2CCCCC2)C1)Nc1ccccc1
OCNT-2317326,CYP2D6,4.14454944,4.653986260056973,3,MURCKO::O=C(C1CCCCN1CCc1ccccc1)N1CCOCC1
OCNT-2317327,CYP2D6,5.25381474,4.775001582377971,0,MURCKO::O=S(=O)(CCC1CC1)N1CCCN(c2ccccc2)CC1
OCNT-2317332,CYP2D6,4.423321588,4.575042319739823,0,MURCKO::O=C(CN1CCN(C2CCOCC2)CC1)NCc1ccccc1
OCNT-2317336,CYP2D6,4.218204713,4.565076051273122,3,MURCKO::O=C(NCc1ccccc1)NC1CCN(CCc2ccccc2)CC1
OCNT-2317343,CYP2D6,4.536498835,4.790369274024325,4,MURCKO::O=C(CCc1ccccc1)NCC1CCN(CCc2ccccc2)CC1
OCNT-2317345,CYP2D6,5.33861233,4.747936860019562,4,MURCKO::O=C(NCc1ccc(-n2ccnc2)cc1)Nc1cc[nH]n1
OCNT-2317346,CYP2D6,6.40809461,4.872639113721085,4,MURCKO::c1ccc(-c2noc(CN3CCCC(n4ccnc4)C3)n2)cc1
OCNT-2317347,CYP2D6,2.161502075,4.63131563940029,2,MURCKO::O=C(NCC1CCN(c2ccccc2)C1)Nc1ccccc1
OCNT-2317349,CYP2D6,4.840674287,4.760155237163033,0,MURCKO::O=C(c1cc2ccccc2s1)N1CCN(CC2CCCO2)CC1
OCNT-2317353,CYP2D6,2.185040822,4.351161178210059,2,MURCKO::O=C(Nc1nc2ccccc2[nH]1)C1CCCN1
OCNT-2317361,CYP2D6,5.98184202,4.793481596347021,0,MURCKO::c1nc(N2CCC(C3CC3)C2)cc(N2CCC(C3CC3)C2)n1
OCNT-2317363,CYP2D6,5.14562163,4.539748974578357,4,MURCKO::c1ccc(CCN2CCCC(c3ncno3)C2)cc1
OCNT-2317371,CYP2D6,4.563517455,4.73563899993162,2,MURCKO::O=C(NCC1CCN(CCc2ccccc2)CC1)c1cncs1
OCNT-2317383,CYP2D6,5.194830892,4.877349974479442,1,MURCKO::c1coc(CCNCc2cncc3ccccc23)c1
OCNT-2317404,CYP2D6,2.450622572,4.83901861833524,4,MURCKO::c1ccc(COc2cccc(CNc3ncnc4sccc34)c2)nc1
OCNT-2317414,CYP2D6,4.402160077,4.721903546405007,3,MURCKO::O=C(CCc1ccccc1)N1CCCCC1c1ncc[nH]1
OCNT-2317417,CYP2D6,2.095241587,4.4866425727352,3,MURCKO::O=C1CCc2cc(-c3csc(NC(=O)c4ccccc4)n3)ccc2N1
OCNT-2317425,CYP2D6,4.38597256,4.824201154745261,1,MURCKO::O=S(=O)(c1cccc(NCc2ccccc2)c1)N1CCCNCC1
OCNT-2317432,CYP2D6,1.962676525,4.997943156396284,1,MURCKO::O=C(NCc1cccc2ccsc12)NCC1CC1
OCNT-2317433,CYP2D6,4.439605255,4.499846283755257,0,MURCKO::c1ccc(CC2CCN(Cc3nnn[nH]3)C2)cc1
OCNT-2317446,CYP2D6,4.20283119,4.803123805245326,3,MURCKO::O=C(NC1CCc2ccccc21)N1CCCC(c2ncc[nH]2)C1
OCNT-2317449,CYP2D6,2.498528228,4.354203714179347,3,MURCKO::O=C(CCn1ccccc1=O)N1CCc2ccccc2C1
OCNT-2317457,CYP2D6,5.13006975,4.693986420928344,1,MURCKO::c1ccc2c3c([nH]c2c1)C(NCc1cnc[nH]1)CCC3
OCNT-2317458,CYP2D6,4.589815827,4.780940981338819,4,MURCKO::O=C(c1cccc2cnccc12)N1CCc2ccccc21
OCNT-2317464,CYP2D6,4.4407999,4.951168167399013,4,MURCKO::O=C(CNCc1ccccc1)N1CCN(C(=O)C2CC2)CC1
OCNT-2317466,CYP2D6,4.97851655,4.472285013344081,1,MURCKO::c1cc(CNc2cnc3[nH]ncc3c2)cc(OC2CC2)c1
OCNT-2317467,CYP2D6,4.52577535,4.6224550083081315,1,MURCKO::O=C(Nc1cccnc1)C1NCCOc2ccccc21
OCNT-2317470,CYP2D6,5.22377856,4.93426434500602,1,MURCKO::O=C(COc1ccccc1)N1CCCN(C2CCCC2)CC1
OCNT-2317471,CYP2D6,4.50795249,4.734487409011926,2,MURCKO::O=C(NCC12CNCC1C2)N1CCC1
OCNT-2317479,CYP2D6,4.56712387,4.816033963306919,0,MURCKO::O=C(NCc1ccccc1)c1cnn(-c2ccc(=O)[nH]n2)c1
OCNT-2317486,CYP2D6,4.524936858,4.4993628982516825,4,MURCKO::O=C(Nc1cn[nH]c1)N1CC(Cc2ccccc2)C1
